payment_id,amount,payment_method,failure_reason,previous_successful_payments,previous_failed_payments,retry_count,customer_success_rate,hour_of_payment,customer_tenure_days,recovery_action,recovered,recovered_amount
PAY_00761,1299,Card,User Abandoned,12,2,0,0.8,3,794,UPI Link,1,1299
PAY_00762,6764,Net Banking,Network Error,9,0,1,0.9,13,1248,Reminder,1,6764
PAY_00763,9753,Card,Technical Error,7,2,1,0.7,10,603,Retry,0,0
PAY_00764,23030,Card,Bank Timeout,9,0,1,0.9,19,1434,UPI Link,1,23030
PAY_00765,7057,Net Banking,User Abandoned,8,3,1,0.667,10,1458,UPI Link,0,0
PAY_00766,6335,Card,Bank Timeout,6,2,0,0.667,19,1464,Retry,0,0
PAY_00767,1582,Net Banking,User Abandoned,12,0,0,0.923,22,1332,Retry,0,0
PAY_00768,955,Card,Network Error,7,0,1,0.875,22,1305,Retry,1,955
PAY_00769,3648,UPI,Technical Error,14,2,1,0.824,15,1194,Retry,1,3648
PAY_00770,764,Wallet,User Abandoned,8,1,2,0.8,17,586,UPI Link,0,0
PAY_00771,459,Wallet,Insufficient Funds,8,2,1,0.727,3,52,Reminder,1,459
PAY_00772,5158,UPI,User Abandoned,6,1,0,0.75,6,547,UPI Link,0,0
PAY_00773,11003,Card,Technical Error,3,2,2,0.5,8,300,UPI Link,0,0
PAY_00774,845,Net Banking,Bank Timeout,7,1,1,0.778,1,735,UPI Link,0,0
PAY_00775,3462,UPI,Network Error,7,5,2,0.538,23,1151,Retry,1,3462
PAY_00776,1451,Wallet,Bank Timeout,5,0,1,0.833,22,590,Retry,1,1451
PAY_00777,1116,UPI,Card Declined,7,2,1,0.7,13,1404,UPI Link,0,0
PAY_00778,9306,UPI,Insufficient Funds,11,2,2,0.786,8,416,UPI Link,0,0
PAY_00779,10270,Wallet,Bank Timeout,11,0,2,0.917,22,1454,UPI Link,0,0
PAY_00780,7444,Card,User Abandoned,12,2,0,0.8,9,920,Reminder,0,0
PAY_00781,7668,UPI,Bank Timeout,13,3,0,0.765,23,1053,Retry,1,7668
PAY_00782,4698,UPI,Card Declined,4,5,0,0.4,17,542,UPI Link,0,0
PAY_00783,4976,Net Banking,Insufficient Funds,8,0,0,0.889,14,1454,Retry,1,4976
PAY_00784,12867,UPI,Bank Timeout,12,0,0,0.923,19,105,UPI Link,1,12867
PAY_00785,3892,Net Banking,Card Declined,7,1,1,0.778,17,734,UPI Link,0,0
PAY_00786,528,Net Banking,Network Error,12,2,0,0.8,5,1067,Retry,0,0
PAY_00787,5724,Card,Card Declined,11,1,1,0.846,17,827,UPI Link,1,5724
PAY_00788,7004,Card,Bank Timeout,10,3,2,0.714,10,679,Reminder,0,0
PAY_00789,1806,Card,Network Error,12,2,1,0.8,15,1150,UPI Link,0,0
PAY_00790,8273,UPI,Insufficient Funds,8,2,2,0.727,11,913,Reminder,1,8273
PAY_00791,5472,Card,Insufficient Funds,5,6,2,0.417,10,782,Retry,0,0
PAY_00792,6198,UPI,Card Declined,9,2,0,0.75,17,1483,UPI Link,1,6198
PAY_00793,5570,Net Banking,Network Error,8,4,1,0.615,14,997,Retry,1,5570
PAY_00794,1141,Card,Technical Error,6,2,1,0.667,2,197,Retry,1,1141
PAY_00795,3056,UPI,User Abandoned,11,1,0,0.846,6,1373,UPI Link,1,3056
PAY_00796,1926,Card,User Abandoned,7,2,1,0.7,3,422,Reminder,1,1926
PAY_00797,4099,Wallet,User Abandoned,9,2,0,0.75,23,1406,Reminder,0,0
PAY_00798,9860,Wallet,User Abandoned,7,0,0,0.875,1,180,Reminder,1,9860
PAY_00799,1338,Card,Technical Error,6,3,1,0.6,2,1178,UPI Link,1,1338
PAY_00800,1451,Net Banking,Card Declined,6,1,1,0.75,14,1291,UPI Link,1,1451
PAY_00801,2592,Net Banking,Insufficient Funds,3,0,1,0.75,21,243,UPI Link,0,0
PAY_00802,975,UPI,User Abandoned,5,5,1,0.455,1,1436,UPI Link,0,0
PAY_00803,12508,Net Banking,Network Error,5,1,0,0.714,9,1405,Retry,0,0
PAY_00804,18364,UPI,Technical Error,8,1,1,0.8,12,810,UPI Link,1,18364
PAY_00805,2591,UPI,Card Declined,6,2,0,0.667,17,451,UPI Link,1,2591
PAY_00806,7911,Wallet,Network Error,10,4,0,0.667,20,296,Retry,0,0
PAY_00807,7245,Net Banking,Insufficient Funds,9,1,1,0.818,17,290,Reminder,0,0
PAY_00808,3114,UPI,Network Error,5,3,1,0.556,12,1101,Retry,1,3114
PAY_00809,1234,UPI,Technical Error,9,1,0,0.818,23,1487,Retry,1,1234
PAY_00810,4003,Wallet,User Abandoned,12,1,1,0.857,4,330,Reminder,1,4003
PAY_00811,5435,Net Banking,Bank Timeout,15,0,0,0.938,5,1375,UPI Link,0,0
PAY_00812,1210,UPI,Network Error,5,1,1,0.714,20,1126,Retry,0,0
PAY_00813,2522,UPI,Technical Error,5,2,0,0.625,6,1487,Retry,1,2522
PAY_00814,5550,Net Banking,Technical Error,10,2,0,0.769,21,1343,Retry,1,5550
PAY_00815,1341,Net Banking,Network Error,9,2,0,0.75,6,651,Retry,0,0
PAY_00816,769,Net Banking,Network Error,8,4,2,0.615,9,1421,UPI Link,0,0
PAY_00817,5169,Net Banking,Technical Error,4,2,1,0.571,5,10,Retry,0,0
PAY_00818,1792,Card,User Abandoned,10,2,2,0.769,20,894,Reminder,0,0
PAY_00819,280,Net Banking,Bank Timeout,13,2,2,0.812,23,680,Retry,0,0
PAY_00820,1344,Wallet,Card Declined,4,0,0,0.8,9,998,UPI Link,0,0
PAY_00821,2378,Card,User Abandoned,8,3,1,0.667,2,575,UPI Link,0,0
PAY_00822,754,Card,Network Error,9,1,0,0.818,8,1284,Retry,1,754
PAY_00823,1239,UPI,Insufficient Funds,8,2,1,0.727,20,64,UPI Link,0,0
PAY_00824,14347,Wallet,Network Error,3,1,0,0.6,1,1130,Retry,1,14347
PAY_00825,2789,Wallet,User Abandoned,3,2,0,0.5,11,804,Reminder,0,0
PAY_00826,3110,Net Banking,Bank Timeout,14,2,1,0.824,16,1046,Retry,1,3110
PAY_00827,9025,Net Banking,Network Error,11,3,0,0.733,21,490,UPI Link,0,0
PAY_00828,666,Card,Network Error,3,1,0,0.6,14,327,Retry,1,666
PAY_00829,8148,Card,User Abandoned,7,0,2,0.875,15,735,Reminder,0,0
PAY_00830,883,Wallet,Bank Timeout,11,0,0,0.917,8,757,Retry,1,883
PAY_00831,2672,Card,Network Error,10,1,0,0.833,12,962,Reminder,0,0
PAY_00832,1760,UPI,Insufficient Funds,8,1,2,0.8,10,212,UPI Link,1,1760
PAY_00833,1511,Net Banking,User Abandoned,10,2,0,0.769,18,1115,UPI Link,1,1511
PAY_00834,6416,Wallet,User Abandoned,6,4,1,0.545,11,1204,UPI Link,1,6416
PAY_00835,1910,UPI,Network Error,6,0,0,0.857,12,457,Retry,1,1910
PAY_00836,4737,Net Banking,Technical Error,5,3,1,0.556,15,1238,Retry,1,4737
PAY_00837,8571,Card,Card Declined,9,2,0,0.75,7,158,UPI Link,1,8571
PAY_00838,8136,Net Banking,Bank Timeout,7,1,0,0.778,5,323,Retry,1,8136
PAY_00839,2260,UPI,User Abandoned,11,2,0,0.786,13,677,UPI Link,1,2260
PAY_00840,1979,Wallet,User Abandoned,8,0,1,0.889,15,432,UPI Link,1,1979
PAY_00841,4714,Wallet,Insufficient Funds,11,3,0,0.733,1,262,UPI Link,0,0
PAY_00842,6872,Card,Bank Timeout,5,0,2,0.833,16,81,Retry,1,6872
PAY_00843,791,Card,Insufficient Funds,10,1,0,0.833,8,369,UPI Link,1,791
PAY_00844,1420,Wallet,Network Error,5,2,1,0.625,20,39,UPI Link,1,1420
PAY_00845,4637,Net Banking,Insufficient Funds,9,0,0,0.9,14,1243,Retry,0,0
PAY_00846,6253,Wallet,Bank Timeout,13,1,0,0.867,13,1231,Retry,1,6253
PAY_00847,838,Card,Network Error,6,1,2,0.75,16,542,Reminder,0,0
PAY_00848,2904,Net Banking,Card Declined,7,3,1,0.636,18,141,UPI Link,1,2904
PAY_00849,7748,Wallet,Bank Timeout,12,2,0,0.8,0,415,Retry,1,7748
PAY_00850,5571,Wallet,Bank Timeout,8,0,1,0.889,3,364,Retry,1,5571
PAY_00851,2819,UPI,Network Error,6,1,1,0.75,3,191,Retry,0,0
PAY_00852,1596,Card,Network Error,5,0,1,0.833,0,1390,Retry,1,1596
PAY_00853,4046,Wallet,Technical Error,12,1,0,0.857,22,1086,Retry,1,4046
PAY_00854,13959,Wallet,Card Declined,10,4,0,0.667,18,1427,UPI Link,0,0
PAY_00855,984,Wallet,Bank Timeout,9,1,0,0.818,15,477,Reminder,0,0
PAY_00856,4482,UPI,Technical Error,13,3,1,0.765,17,837,Retry,1,4482
PAY_00857,8449,UPI,User Abandoned,6,1,2,0.75,0,1184,Reminder,1,8449
PAY_00858,2795,UPI,Card Declined,9,2,2,0.75,6,1409,Reminder,0,0
PAY_00859,886,Wallet,Technical Error,9,3,0,0.692,4,873,Retry,1,886
PAY_00860,2045,Net Banking,Technical Error,14,1,1,0.875,13,1157,Retry,1,2045
PAY_00861,10507,Net Banking,User Abandoned,9,0,1,0.9,6,847,UPI Link,1,10507
PAY_00862,1850,Wallet,Bank Timeout,7,0,0,0.875,17,1137,Retry,1,1850
PAY_00863,2503,Net Banking,Network Error,11,3,0,0.733,22,816,UPI Link,0,0
PAY_00864,1364,UPI,User Abandoned,6,4,0,0.545,14,1433,UPI Link,1,1364
PAY_00865,763,UPI,Bank Timeout,8,0,1,0.889,12,694,UPI Link,1,763
PAY_00866,7162,UPI,Bank Timeout,12,1,1,0.857,20,11,UPI Link,1,7162
PAY_00867,3291,Card,Card Declined,8,1,1,0.8,13,181,UPI Link,0,0
PAY_00868,986,Card,Technical Error,8,0,0,0.889,19,78,UPI Link,1,986
PAY_00869,3026,Wallet,Network Error,14,2,2,0.824,16,587,UPI Link,1,3026
PAY_00870,2871,UPI,Bank Timeout,8,3,2,0.667,15,900,Reminder,0,0
PAY_00871,2447,Net Banking,Bank Timeout,5,3,0,0.556,19,1046,Retry,1,2447
PAY_00872,1006,Card,Network Error,10,2,0,0.769,21,74,Retry,0,0
PAY_00873,14223,UPI,Bank Timeout,6,3,0,0.6,8,819,Retry,1,14223
PAY_00874,8551,Wallet,Card Declined,11,1,1,0.846,6,1061,UPI Link,1,8551
PAY_00875,5133,UPI,Insufficient Funds,7,1,1,0.778,9,1488,UPI Link,0,0
PAY_00876,1512,Net Banking,Technical Error,8,2,0,0.727,7,1242,Reminder,0,0
PAY_00877,4511,Wallet,Card Declined,6,2,1,0.667,0,535,UPI Link,1,4511
PAY_00878,2680,UPI,Network Error,11,5,0,0.647,16,603,Retry,1,2680
PAY_00879,3916,UPI,Network Error,7,3,0,0.636,17,1178,Retry,0,0
PAY_00880,1178,Wallet,Card Declined,5,3,1,0.556,15,499,Reminder,1,1178
PAY_00881,20682,Wallet,User Abandoned,9,3,1,0.692,18,57,Reminder,1,20682
PAY_00882,2496,Net Banking,Insufficient Funds,5,3,1,0.556,20,452,UPI Link,0,0
PAY_00883,2089,Card,Technical Error,6,3,1,0.6,11,1058,Retry,1,2089
PAY_00884,7940,Net Banking,Bank Timeout,9,1,0,0.818,2,818,Retry,1,7940
PAY_00885,4456,Net Banking,Insufficient Funds,5,3,1,0.556,5,976,Reminder,1,4456
PAY_00886,4386,Card,Network Error,8,1,0,0.8,5,1400,Reminder,1,4386
PAY_00887,2434,Card,Card Declined,9,3,2,0.692,6,481,Reminder,0,0
PAY_00888,7334,Net Banking,Bank Timeout,1,1,0,0.333,6,512,UPI Link,1,7334
PAY_00889,2323,Net Banking,Bank Timeout,6,0,0,0.857,3,161,Retry,1,2323
PAY_00890,4028,Wallet,Network Error,9,2,0,0.75,17,87,UPI Link,0,0
PAY_00891,9101,Net Banking,Network Error,11,2,0,0.786,15,1177,UPI Link,1,9101
PAY_00892,12495,Wallet,Bank Timeout,5,4,1,0.5,8,815,Retry,1,12495
PAY_00893,6321,Card,Insufficient Funds,7,3,1,0.636,13,980,Retry,1,6321
PAY_00894,1826,UPI,Network Error,10,1,0,0.833,12,1406,UPI Link,0,0
PAY_00895,1952,Wallet,Insufficient Funds,8,4,2,0.615,16,943,Reminder,1,1952
PAY_00896,4310,UPI,Insufficient Funds,9,3,2,0.692,6,778,UPI Link,1,4310
PAY_00897,6249,Net Banking,Technical Error,8,2,1,0.727,8,384,Retry,1,6249
PAY_00898,1441,Card,Technical Error,8,0,1,0.889,19,703,Retry,1,1441
PAY_00899,3063,Wallet,Card Declined,12,3,0,0.75,13,1436,Reminder,0,0
PAY_00900,2426,Net Banking,Card Declined,11,2,0,0.786,14,369,UPI Link,1,2426
PAY_00901,1522,Card,Insufficient Funds,5,2,2,0.625,8,483,UPI Link,0,0
PAY_00902,2303,Wallet,Bank Timeout,11,1,0,0.846,23,307,Retry,1,2303
PAY_00903,5381,UPI,Bank Timeout,10,1,1,0.833,15,276,Reminder,1,5381
PAY_00904,958,Net Banking,Card Declined,7,1,0,0.778,8,1152,Reminder,1,958
PAY_00905,12069,UPI,Card Declined,10,2,0,0.769,22,335,UPI Link,1,12069
PAY_00906,5981,Net Banking,Card Declined,6,3,2,0.6,3,922,Reminder,1,5981
PAY_00907,5808,Net Banking,Technical Error,7,3,0,0.636,17,1142,Reminder,0,0
PAY_00908,3177,Net Banking,Technical Error,5,0,0,0.833,13,249,Retry,1,3177
PAY_00909,3252,Card,Network Error,8,1,1,0.8,20,1330,Retry,1,3252
PAY_00910,5562,Net Banking,Technical Error,8,3,0,0.667,21,1046,Retry,1,5562
PAY_00911,4083,Wallet,Insufficient Funds,8,3,1,0.667,19,587,UPI Link,1,4083
PAY_00912,3240,Card,Bank Timeout,12,4,2,0.706,10,864,UPI Link,1,3240
PAY_00913,6792,Wallet,Insufficient Funds,5,4,0,0.5,5,704,Reminder,0,0
PAY_00914,6108,Net Banking,User Abandoned,5,2,0,0.625,22,548,UPI Link,0,0
PAY_00915,4472,Wallet,Technical Error,12,2,1,0.8,11,1203,Retry,1,4472
PAY_00916,8847,Wallet,Card Declined,13,0,0,0.929,5,48,UPI Link,1,8847
PAY_00917,1424,Card,User Abandoned,6,1,0,0.75,23,1436,UPI Link,1,1424
PAY_00918,1440,Card,Bank Timeout,9,0,1,0.9,3,196,Retry,1,1440
PAY_00919,2396,Wallet,Network Error,10,1,0,0.833,0,814,Retry,1,2396
PAY_00920,909,UPI,Insufficient Funds,6,1,0,0.75,19,319,Reminder,0,0
PAY_00921,1699,Wallet,Technical Error,8,2,0,0.727,7,582,Retry,1,1699
PAY_00922,3611,Card,Bank Timeout,12,6,1,0.632,5,59,Retry,1,3611
PAY_00923,2140,Net Banking,Technical Error,5,3,1,0.556,14,1108,Reminder,0,0
PAY_00924,2191,Wallet,Bank Timeout,14,2,2,0.824,17,363,UPI Link,0,0
PAY_00925,7645,Wallet,User Abandoned,11,7,2,0.579,20,1156,Reminder,1,7645
PAY_00926,1938,Net Banking,Technical Error,3,3,1,0.429,17,466,UPI Link,1,1938
PAY_00927,1360,Wallet,Technical Error,5,1,0,0.714,13,533,Retry,1,1360
PAY_00928,2318,UPI,Insufficient Funds,10,2,1,0.769,4,705,Reminder,1,2318
PAY_00929,5842,UPI,User Abandoned,4,0,1,0.8,15,614,Reminder,1,5842
PAY_00930,3669,Wallet,Technical Error,8,2,1,0.727,7,15,Retry,0,0
PAY_00931,1709,Card,Card Declined,8,0,1,0.889,13,809,UPI Link,1,1709
PAY_00932,929,Wallet,Card Declined,4,1,0,0.667,8,163,UPI Link,1,929
PAY_00933,1526,Card,Network Error,6,3,1,0.6,22,1403,Retry,0,0
PAY_00934,3829,Net Banking,Card Declined,5,0,0,0.833,2,374,UPI Link,1,3829
PAY_00935,10291,UPI,User Abandoned,12,1,1,0.857,19,928,Reminder,1,10291
PAY_00936,3545,Wallet,Bank Timeout,10,1,0,0.833,0,312,Retry,1,3545
PAY_00937,9474,UPI,Bank Timeout,10,1,0,0.833,9,552,Retry,1,9474
PAY_00938,1136,Wallet,User Abandoned,9,1,0,0.818,7,185,Reminder,1,1136
PAY_00939,1213,Wallet,Bank Timeout,7,1,0,0.778,13,639,UPI Link,1,1213
PAY_00940,10787,Wallet,Technical Error,8,3,1,0.667,22,65,Retry,1,10787
PAY_00941,4852,Card,Insufficient Funds,9,4,0,0.643,12,147,UPI Link,1,4852
PAY_00942,1217,Card,Bank Timeout,3,1,0,0.6,12,26,Retry,0,0
PAY_00943,1614,Card,Card Declined,11,1,1,0.846,7,69,UPI Link,1,1614
PAY_00944,11272,UPI,Network Error,8,2,2,0.727,6,969,Reminder,0,0
PAY_00945,1392,Net Banking,Technical Error,10,1,0,0.833,20,1492,Retry,1,1392
PAY_00946,1186,UPI,Technical Error,11,1,1,0.846,20,612,Retry,0,0
PAY_00947,2469,UPI,User Abandoned,8,2,0,0.727,3,484,UPI Link,1,2469
PAY_00948,6646,Net Banking,Insufficient Funds,10,2,0,0.769,8,1198,Reminder,1,6646
PAY_00949,1285,Card,Insufficient Funds,4,1,0,0.667,18,1415,UPI Link,0,0
PAY_00950,5168,Card,Technical Error,1,3,0,0.2,7,323,Retry,1,5168
PAY_00951,11001,Net Banking,User Abandoned,5,1,0,0.714,1,729,UPI Link,1,11001
PAY_00952,1062,UPI,Bank Timeout,12,1,1,0.857,7,649,Reminder,0,0
PAY_00953,4126,Net Banking,Card Declined,13,2,2,0.812,6,44,UPI Link,1,4126
PAY_00954,659,Net Banking,User Abandoned,5,3,0,0.556,8,81,Reminder,1,659
PAY_00955,6945,Wallet,Network Error,8,1,0,0.8,17,1428,Retry,1,6945
PAY_00956,10497,Card,Network Error,6,4,0,0.545,10,1500,Retry,1,10497
PAY_00957,2872,Card,Insufficient Funds,8,1,1,0.8,4,921,Reminder,1,2872
PAY_00958,4324,Net Banking,Network Error,10,3,0,0.714,14,2,UPI Link,1,4324
PAY_00959,926,Wallet,User Abandoned,9,1,0,0.818,0,1270,UPI Link,1,926
PAY_00960,2211,Card,Technical Error,9,4,2,0.643,2,1349,Retry,1,2211
PAY_00961,11856,Wallet,Bank Timeout,7,2,1,0.7,21,1019,UPI Link,1,11856
PAY_00962,4066,Card,Network Error,6,4,0,0.545,10,840,Retry,1,4066
PAY_00963,3583,UPI,Insufficient Funds,5,2,1,0.625,21,137,Reminder,1,3583
PAY_00964,3731,Card,Bank Timeout,8,2,0,0.727,6,220,Retry,1,3731
PAY_00965,2471,UPI,Insufficient Funds,8,2,1,0.727,20,796,UPI Link,1,2471
PAY_00966,3478,Net Banking,Insufficient Funds,2,3,0,0.333,7,1241,UPI Link,0,0
PAY_00967,2075,UPI,Bank Timeout,10,3,2,0.714,15,164,UPI Link,0,0
PAY_00968,3489,UPI,Technical Error,8,3,1,0.667,23,852,UPI Link,1,3489
PAY_00969,1796,UPI,Network Error,9,0,0,0.9,16,84,UPI Link,1,1796
PAY_00970,7240,Net Banking,Insufficient Funds,14,2,0,0.824,16,199,Reminder,0,0
PAY_00971,5148,Card,Network Error,8,1,1,0.8,6,396,Retry,1,5148
PAY_00972,1322,Card,Network Error,7,1,2,0.778,5,1144,UPI Link,0,0
PAY_00973,2112,Wallet,User Abandoned,10,4,0,0.667,20,1181,Reminder,0,0
PAY_00974,2792,Wallet,User Abandoned,7,4,2,0.583,13,214,Reminder,1,2792
PAY_00975,1497,Card,Network Error,7,1,1,0.778,16,692,Retry,0,0
PAY_00976,1646,Wallet,Technical Error,12,4,0,0.706,17,665,UPI Link,1,1646
PAY_00977,1459,Wallet,User Abandoned,7,8,1,0.438,23,663,UPI Link,0,0
PAY_00978,1563,Card,Card Declined,6,1,1,0.75,23,521,UPI Link,1,1563
PAY_00979,4713,Wallet,Card Declined,6,3,1,0.6,0,1488,UPI Link,1,4713
PAY_00980,1178,Net Banking,Network Error,4,5,0,0.4,16,277,Reminder,0,0
PAY_00981,2046,Net Banking,Insufficient Funds,7,1,0,0.778,7,440,Retry,0,0
PAY_00982,4930,UPI,User Abandoned,7,1,0,0.778,17,1048,UPI Link,1,4930
PAY_00983,4764,Card,Insufficient Funds,10,2,0,0.769,14,729,Reminder,0,0
PAY_00984,5948,Net Banking,Technical Error,7,2,1,0.7,7,478,Retry,0,0
PAY_00985,4916,Net Banking,Insufficient Funds,10,2,1,0.769,12,1166,Retry,0,0
PAY_00986,2971,UPI,User Abandoned,11,0,0,0.917,15,355,Reminder,1,2971
PAY_00987,4125,UPI,Network Error,2,4,2,0.286,9,77,UPI Link,0,0
PAY_00988,1272,Wallet,Insufficient Funds,8,1,0,0.8,10,713,Retry,0,0
PAY_00989,3103,Wallet,Card Declined,13,1,0,0.867,7,1337,Reminder,0,0
PAY_00990,1739,UPI,User Abandoned,13,1,2,0.867,12,111,Reminder,0,0
PAY_00991,1587,UPI,Technical Error,4,0,1,0.8,18,307,Retry,1,1587
PAY_00992,1442,Card,Bank Timeout,9,0,0,0.9,21,1499,Reminder,0,0
PAY_00993,13156,Wallet,Network Error,12,2,1,0.8,16,185,Retry,1,13156
PAY_00994,3297,Net Banking,Card Declined,5,0,0,0.833,4,689,UPI Link,1,3297
PAY_00995,10986,UPI,Network Error,8,1,1,0.8,8,175,Retry,1,10986
PAY_00996,2607,Wallet,User Abandoned,5,3,0,0.556,4,985,UPI Link,1,2607
PAY_00997,3412,Wallet,Card Declined,14,2,2,0.824,18,402,UPI Link,1,3412
PAY_00998,10371,Card,Bank Timeout,8,2,0,0.727,8,881,Retry,1,10371
PAY_00999,5934,UPI,Insufficient Funds,14,2,2,0.824,13,868,Reminder,1,5934
PAY_01000,3670,Card,Technical Error,7,1,0,0.778,19,1343,Retry,1,3670
PAY_01001,12986,Net Banking,Bank Timeout,7,2,0,0.7,19,906,Retry,0,0
PAY_01002,1101,Wallet,Insufficient Funds,7,3,0,0.636,6,1404,Reminder,1,1101
PAY_01003,3175,UPI,Insufficient Funds,9,0,2,0.9,1,498,Retry,1,3175
PAY_01004,3161,Card,Technical Error,7,1,0,0.778,10,1421,UPI Link,0,0
PAY_01005,2513,Net Banking,Card Declined,5,2,1,0.625,0,680,UPI Link,1,2513
PAY_01006,6974,Card,Bank Timeout,7,0,1,0.875,16,530,Retry,1,6974
PAY_01007,7080,Card,User Abandoned,11,3,2,0.733,21,38,Reminder,1,7080
PAY_01008,8039,UPI,Technical Error,7,3,0,0.636,1,582,Retry,1,8039
PAY_01009,1495,Net Banking,Insufficient Funds,13,3,1,0.765,20,18,Reminder,0,0
PAY_01010,6315,Net Banking,User Abandoned,10,2,2,0.769,11,221,Reminder,0,0
PAY_01011,3504,Wallet,Bank Timeout,5,4,1,0.5,16,1454,Retry,1,3504
PAY_01012,611,Net Banking,Card Declined,8,1,1,0.8,17,181,UPI Link,0,0
PAY_01013,6645,Wallet,Network Error,3,1,2,0.6,0,82,Reminder,1,6645
PAY_01014,5904,Net Banking,Technical Error,6,2,1,0.667,12,322,Retry,0,0
PAY_01015,1943,Net Banking,Technical Error,4,4,2,0.444,9,484,Retry,1,1943
PAY_01016,4944,Net Banking,Insufficient Funds,4,1,2,0.667,8,793,Retry,0,0
PAY_01017,4263,UPI,Network Error,7,1,0,0.778,7,311,Retry,1,4263
PAY_01018,3612,Wallet,User Abandoned,5,3,0,0.556,2,1495,Reminder,0,0
PAY_01019,7915,Card,Card Declined,15,3,0,0.789,18,313,UPI Link,0,0
PAY_01020,5043,Net Banking,Network Error,7,4,0,0.583,14,1111,Retry,0,0
PAY_01021,1880,Card,Network Error,4,4,1,0.444,21,415,UPI Link,1,1880
PAY_01022,3167,Net Banking,User Abandoned,12,0,2,0.923,16,277,Reminder,1,3167
PAY_01023,11586,Card,User Abandoned,8,5,1,0.571,5,651,Reminder,1,11586
PAY_01024,1574,UPI,Bank Timeout,9,0,0,0.9,4,1490,Retry,0,0
PAY_01025,1103,Net Banking,Card Declined,12,0,1,0.923,9,908,Reminder,1,1103
PAY_01026,1314,Net Banking,Bank Timeout,3,0,0,0.75,3,270,Retry,0,0
PAY_01027,1969,Net Banking,Network Error,9,2,1,0.75,19,473,Retry,1,1969
PAY_01028,1323,Card,User Abandoned,8,1,0,0.8,11,163,UPI Link,1,1323
PAY_01029,200,Wallet,Bank Timeout,12,1,1,0.857,19,961,UPI Link,1,200
PAY_01030,2057,Net Banking,Bank Timeout,8,1,1,0.8,15,971,Retry,1,2057
PAY_01031,31497,Card,Bank Timeout,9,1,0,0.818,13,31,Reminder,0,0
PAY_01032,6057,Wallet,Bank Timeout,9,4,2,0.643,21,416,UPI Link,0,0
PAY_01033,1249,UPI,Bank Timeout,6,2,1,0.667,19,1004,Retry,1,1249
PAY_01034,3726,Wallet,Bank Timeout,12,4,1,0.706,12,86,Retry,1,3726
PAY_01035,1697,Wallet,User Abandoned,13,2,0,0.812,12,1253,UPI Link,1,1697
PAY_01036,13965,UPI,Network Error,7,3,0,0.636,14,936,UPI Link,0,0
PAY_01037,6147,UPI,Bank Timeout,14,4,1,0.737,17,811,Reminder,1,6147
PAY_01038,12008,UPI,Network Error,9,0,1,0.9,16,1292,Reminder,1,12008
PAY_01039,2209,Card,Technical Error,6,3,1,0.6,12,624,UPI Link,0,0
PAY_01040,12644,Net Banking,Card Declined,6,1,0,0.75,13,603,UPI Link,0,0
PAY_01041,3576,UPI,User Abandoned,8,2,1,0.727,4,950,UPI Link,1,3576
PAY_01042,2702,Wallet,Insufficient Funds,7,7,2,0.467,16,232,Reminder,1,2702
PAY_01043,5292,Card,Card Declined,4,4,1,0.444,10,924,UPI Link,1,5292
PAY_01044,20425,Wallet,Network Error,8,4,2,0.615,6,932,Reminder,0,0
PAY_01045,6682,Net Banking,User Abandoned,9,2,2,0.75,22,336,UPI Link,0,0
PAY_01046,3030,UPI,Insufficient Funds,14,2,0,0.824,22,921,UPI Link,1,3030
PAY_01047,14097,UPI,Network Error,10,2,2,0.769,12,1489,UPI Link,0,0
PAY_01048,1988,Card,Card Declined,5,0,1,0.833,12,90,Reminder,1,1988
PAY_01049,1812,Net Banking,Network Error,11,1,2,0.846,4,333,Retry,1,1812
PAY_01050,891,Card,User Abandoned,12,1,0,0.857,13,631,Reminder,0,0
PAY_01051,21210,Wallet,Technical Error,7,2,2,0.7,5,241,Retry,1,21210
PAY_01052,3641,Card,Insufficient Funds,6,2,1,0.667,8,26,UPI Link,0,0
PAY_01053,4810,Wallet,Network Error,9,1,0,0.818,19,1011,Retry,1,4810
PAY_01054,1050,Wallet,Card Declined,3,1,1,0.6,14,163,UPI Link,1,1050
PAY_01055,6346,UPI,Bank Timeout,5,3,1,0.556,8,1270,Retry,1,6346
PAY_01056,1550,Card,Insufficient Funds,12,1,0,0.857,4,113,UPI Link,1,1550
PAY_01057,618,UPI,Bank Timeout,8,1,0,0.8,21,1184,UPI Link,0,0
PAY_01058,6734,Net Banking,Technical Error,5,3,0,0.556,1,224,Retry,0,0
PAY_01059,4850,Card,Bank Timeout,9,3,2,0.692,9,1252,UPI Link,1,4850
PAY_01060,9624,Card,Card Declined,7,3,2,0.636,18,738,Retry,0,0
PAY_01061,6656,UPI,Technical Error,8,2,0,0.727,11,777,UPI Link,0,0
PAY_01062,9812,Wallet,Network Error,5,1,0,0.714,9,965,Retry,1,9812
PAY_01063,9418,Net Banking,Technical Error,9,3,1,0.692,13,1075,Retry,1,9418
PAY_01064,3215,Card,Network Error,11,1,0,0.846,3,1171,UPI Link,0,0
PAY_01065,1315,UPI,Card Declined,9,2,2,0.75,22,1239,Retry,1,1315
PAY_01066,4390,Net Banking,Card Declined,3,1,1,0.6,10,532,UPI Link,1,4390
PAY_01067,2597,Net Banking,Bank Timeout,5,2,1,0.625,18,1017,Retry,1,2597
PAY_01068,3762,Wallet,Card Declined,6,2,0,0.667,19,477,Reminder,0,0
